inchikey1	num_of_stereo_conf	smiles_can	smiles_iso
QILOOQAJTKONQY	4	C1C=CCC2C1CN(C2)CCC(=O)C3=CC=CC=C3	C1C=CCC2C1CN(C2)CCC(=O)C3=CC=CC=C3,C1C=CC[C@@H]2[C@H]1CN(C2)CCC(=O)C3=CC=CC=C3,C1C=CC[C@H]2[C@H]1CN(C2)CCC(=O)C3=CC=CC=C3,C1C=CC[C@@H]2[C@@H]1CN(C2)CCC(=O)C3=CC=CC=C3
CKDCPRUBYPSOQQ	4	CCC(C(C)C(CCC1=CC=CC=C1)OC(=O)C(C)C)O	CC[C@@H]([C@H](C)[C@H](CCC1=CC=CC=C1)OC(=O)C(C)C)O,CC[C@H]([C@@H](C)[C@@H](CCC1=CC=CC=C1)OC(=O)C(C)C)O,CC[C@H]([C@H](C)[C@@H](CCC1=CC=CC=C1)OC(=O)C(C)C)O,CC[C@@H]([C@@H](C)[C@H](CCC1=CC=CC=C1)OC(=O)C(C)C)O
SVLJPJZECZAYQM	4	C1CC(C2=CC=CC=C2C1)NC(=O)COC(=O)C3CCCO3	C1C[C@H](C2=CC=CC=C2C1)NC(=O)COC(=O)[C@@H]3CCCO3,C1C[C@@H](C2=CC=CC=C2C1)NC(=O)COC(=O)[C@@H]3CCCO3,C1C[C@H](C2=CC=CC=C2C1)NC(=O)COC(=O)[C@H]3CCCO3,C1C[C@@H](C2=CC=CC=C2C1)NC(=O)COC(=O)[C@H]3CCCO3
MQYSOFADODEXLT	4	CN1CCN2CC(C3=CC=CC=C3C2C1)C4=CC=C(C=C4)N	CN1CCN2CC(C3=CC=CC=C3C2C1)C4=CC=C(C=C4)N,CN1CCN2C[C@H](C3=CC=CC=C3[C@@H]2C1)C4=CC=C(C=C4)N,CN1CCN2C[C@@H](C3=CC=CC=C3[C@H]2C1)C4=CC=C(C=C4)N,CN1CCN2C[C@H](C3=CC=CC=C3[C@H]2C1)C4=CC=C(C=C4)N
GHGGDZTYWCJNIP	4	CC(C(C)OC(=O)C=CC1=CC(=C(C=C1)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O	C[C@@H]([C@H](C)OC(=O)C=CC1=CC(=C(C=C1)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O,CC(C(C)OC(=O)C=CC1=CC(=C(C=C1)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O,C[C@H](OC(=O)/C=C/C1=CC(=C(C=C1)O)O)[C@@H](OC(=O)/C=C/C2=CC(=C(C=C2)O)O)C,CC(OC(=O)/C=C/C1=CC(=C(C=C1)O)O)C(OC(=O)/C=C/C2=CC(=C(C=C2)O)O)C
RZLAXWZVPCMNHD	4	CC(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)CN3CC(C(C(C3CO)O)O)O	C[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)CN3C[C@@H]([C@H]([C@@H]([C@@H]3CO)O)O)O,C[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)CN3C[C@@H]([C@H]([C@@H]([C@@H]3CO)O)O)O,C[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)CN3CC([C@H]([C@@H]([C@@H]3CO)O)O)O,C[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)CN3C[C@@H](C([C@@H]([C@@H]3CO)O)O)O
WCACFOBCGBQKQC	4	CCC(CNC(=O)C(C)OC(=O)C1=CC=C(C=C1)OC)C2=CC=CC=C2	CC[C@@H](CNC(=O)[C@@H](C)OC(=O)C1=CC=C(C=C1)OC)C2=CC=CC=C2,CC[C@H](CNC(=O)[C@@H](C)OC(=O)C1=CC=C(C=C1)OC)C2=CC=CC=C2,CC[C@@H](CNC(=O)[C@H](C)OC(=O)C1=CC=C(C=C1)OC)C2=CC=CC=C2,CC[C@H](CNC(=O)[C@H](C)OC(=O)C1=CC=C(C=C1)OC)C2=CC=CC=C2
XKXIPCZUMROHPC	4	COC1COC1C2=CC=CC=C2	COC1COC1C2=CC=CC=C2,CO[C@@H]1CO[C@H]1C2=CC=CC=C2,CO[C@H]1CO[C@H]1C2=CC=CC=C2,CO[C@H]1COC1C2=CC=CC=C2
DGUIKAVSMBLZCL	4	CC1C2CCC3C(C(C(=O)CC3(C2C(=O)C=C1C=C)C)O)(C)C	C[C@@H]1[C@@H]2CC[C@@H]3[C@@]([C@H]2C(=O)C=C1C=C)(CC(=O)[C@@H](C3(C)C)O)C,C[C@H]1[C@H]2CC[C@H]3[C@]([C@@H]2C(=O)C=C1C=C)(CC(=O)[C@H](C3(C)C)O)C,CC1C2CCC3C(C(C(=O)CC3(C2C(=O)C=C1C=C)C)O)(C)C,C[C@H]1C2CC[C@H]3[C@]([C@@H]2C(=O)C=C1C=C)(CC(=O)[C@H](C3(C)C)O)C
IYWACCYQTWFTCU	4	CC1C(OC(C1O)N2C=C(C(=O)NC2=O)C)CO	C[C@@H]1[C@H](O[C@H]([C@H]1O)N2C=C(C(=O)NC2=O)C)CO,C[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)C)CO,C[C@H]1[C@H](OC([C@@H]1O)N2C=C(C(=O)NC2=O)C)CO,CC1C(OC(C1O)N2C=C(C(=O)NC2=O)C)CO
LIYWCRBOFGSVOU	4	CC1CN(CC(O1)C)C(=O)C2=CC(=C(C=C2)C)[N+](=O)[O-]	C[C@@H]1CN(C[C@@H](O1)C)C(=O)C2=CC(=C(C=C2)C)[N+](=O)[O-],C[C@@H]1CN(C[C@H](O1)C)C(=O)C2=CC(=C(C=C2)C)[N+](=O)[O-],C[C@H]1CN(C[C@@H](O1)C)C(=O)C2=CC(=C(C=C2)C)[N+](=O)[O-],CC1CN(CC(O1)C)C(=O)C2=CC(=C(C=C2)C)[N+](=O)[O-]
HKWATYFGGRLNCF	4	CC1CN(CC(=O)C1C(C)C)C(C)(C)C	C[C@@H]1CN(CC(=O)[C@H]1C(C)C)C(C)(C)C,CC1CN(CC(=O)C1C(C)C)C(C)(C)C,C[C@H]1CN(CC(=O)[C@@H]1C(C)C)C(C)(C)C,C[C@@H]1CN(CC(=O)[C@@H]1C(C)C)C(C)(C)C
DWOXXMGPEQVGNI	4	CC(CCC(C)C(=O)O)C(=O)O	CC(CCC(C)C(=O)O)C(=O)O,C[C@H](CC[C@H](C)C(=O)O)C(=O)O,C[C@H](CC[C@@H](C)C(=O)O)C(=O)O,C[C@@H](CC[C@H](C)C(=O)O)C(=O)O
NAFMKGXZYMJXGH	4	CC1=C2C(C(CCC2(C=CC1=O)C)C(C)C(=O)O)O	CC1=C2C(C(CCC2(C=CC1=O)C)C(C)C(=O)O)O,CC1=C2[C@H]([C@@H](CC[C@]2(C=CC1=O)C)[C@H](C)C(=O)O)O,CC1=C2[C@H]([C@@H](CC[C@]2(C=CC1=O)C)C(C)C(=O)O)O,CC1=C2[C@H]([C@@H](CC[C@]2(C=CC1=O)C)[C@@H](C)C(=O)O)O
KNTPEEKEUFGTGV	4	CCOC(=O)C=CC(CC1CCCCC1)NC(=O)OC(C)(C)C	CCOC(=O)/C=C/[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,CCOC(=O)/C=C/C(CC1CCCCC1)NC(=O)OC(C)(C)C,CCOC(=O)C=C[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,CCOC(=O)C=CC(CC1CCCCC1)NC(=O)OC(C)(C)C
IBSWXXDJLULDDT	4	CC(C(C=O)OCC1=CC=CC=C1)OC=O	C[C@@H]([C@@H](C=O)OCC1=CC=CC=C1)OC=O,C[C@@H]([C@H](C=O)OCC1=CC=CC=C1)OC=O,C[C@H]([C@@H](C=O)OCC1=CC=CC=C1)OC=O,C[C@H]([C@H](C=O)OCC1=CC=CC=C1)OC=O
HOEPAZQRIWDZCE	4	CC(=O)NC1C(C2C(COC(O2)C3=CC=C(C=C3)OC)OC1OC4=CC=C(C=C4)[N+](=O)[O-])O	CC(=O)NC1C(C2C(COC(O2)C3=CC=C(C=C3)OC)OC1OC4=CC=C(C=C4)[N+](=O)[O-])O,CC(=O)N[C@@H]1[C@H]([C@@H]2[C@@H](COC(O2)C3=CC=C(C=C3)OC)O[C@@H]1OC4=CC=C(C=C4)[N+](=O)[O-])O,CC(=O)N[C@@H]1[C@H]([C@@H]2[C@@H](CO[C@@H](O2)C3=CC=C(C=C3)OC)O[C@@H]1OC4=CC=C(C=C4)[N+](=O)[O-])O,CC(=O)N[C@@H]1[C@H]([C@@H]2[C@@H](CO[C@H](O2)C3=CC=C(C=C3)OC)O[C@@H]1OC4=CC=C(C=C4)[N+](=O)[O-])O
PPXGPMYYKWZILB	4	CCCC1CCCC(CCCC(=O)O1)O	CCCC1CCC[C@@H](CCCC(=O)O1)O,CCC[C@H]1CCC[C@@H](CCCC(=O)O1)O,CCC[C@@H]1CCC[C@@H](CCCC(=O)O1)O,CCCC1CCCC(CCCC(=O)O1)O
RHBLLVUXTSHZMM	4	CC1C=C(C(C2=C1N(C(=O)O2)C3=CC=CC=C3)C)C(=O)OC	C[C@@H]1C=C([C@H](C2=C1N(C(=O)O2)C3=CC=CC=C3)C)C(=O)OC,C[C@H]1C=C([C@@H](C2=C1N(C(=O)O2)C3=CC=CC=C3)C)C(=O)OC,C[C@@H]1C=C([C@@H](C2=C1N(C(=O)O2)C3=CC=CC=C3)C)C(=O)OC,C[C@H]1C=C([C@H](C2=C1N(C(=O)O2)C3=CC=CC=C3)C)C(=O)OC
NWBFMGGSRIEWGK	4	CC1C(C(C[N+]1(CC2=CC=CC=C2)[O-])O)O	C[C@@H]1[C@H]([C@H](C[N@+]1(CC2=CC=CC=C2)[O-])O)O,C[C@H]1[C@@H]([C@@H](C[N@@+]1(CC2=CC=CC=C2)[O-])O)O,C[C@@H]1[C@@H]([C@@H](C[N@+]1(CC2=CC=CC=C2)[O-])O)O,C[C@@H]1[C@H]([C@H](C[N+]1(CC2=CC=CC=C2)[O-])O)O
VVWOZJJSLFQVIW	4	CC1=C(C=CC(=C1)C(=O)OC)N2C(=O)C3C4CC(C3C2=O)C=C4	CC1=C(C=CC(=C1)C(=O)OC)N2C(=O)C3C4CC(C3C2=O)C=C4,CC1=C(C=CC(=C1)C(=O)OC)N2C(=O)[C@@H]3[C@@H]4C[C@@H]([C@@H]3C2=O)C=C4,CC1=C(C=CC(=C1)C(=O)OC)N2C(=O)[C@H]3[C@@H]4C[C@@H]([C@@H]3C2=O)C=C4,CC1=C(C=CC(=C1)C(=O)OC)N2C(=O)[C@@H]3[C@@H]4C[C@@H]([C@H]3C2=O)C=C4
VFFNOIMBGVLKGE	4	CC(C)(C)C(C1=CC=CC=C1)C(C2=CC=CC=C2)O	CC(C)(C)[C@H](C1=CC=CC=C1)C(C2=CC=CC=C2)O,CC(C)(C)C(C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)O,CC(C)(C)[C@H](C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)O,CC(C)(C)C(C1=CC=CC=C1)C(C2=CC=CC=C2)O
USJKSXNYHGNNJE	4	CN1C=CC2=C1C=CC(=C2)C(=O)N3CC4CC(C3)C5CCCC(=O)N5C4	CN1C=CC2=C1C=CC(=C2)C(=O)N3CC4CC(C3)C5CCCC(=O)N5C4,CN1C=CC2=C1C=CC(=C2)C(=O)N3C[C@H]4C[C@@H](C3)[C@H]5CCCC(=O)N5C4,CN1C=CC2=C1C=CC(=C2)C(=O)N3C[C@H]4C[C@@H](C3)[C@@H]5CCCC(=O)N5C4,CN1C=CC2=C1C=CC(=C2)C(=O)N3C[C@H]4C[C@@H](C3)C5CCCC(=O)N5C4
KDTGVQYMCYVPTB	4	CC(C)CC(CC(=O)NC(C)C(=O)OC)CN	CC(C)CC(CC(=O)NC(C)C(=O)OC)CN,CC(C)C[C@@H](CC(=O)NC(C)C(=O)OC)CN,C[C@@H](C(=O)OC)NC(=O)CC(CC(C)C)CN,C[C@@H](C(=O)OC)NC(=O)C[C@H](CC(C)C)CN
WUMLAODBBDTUAK	4	CCOC1CN(CCC1NC(=O)OCC2=CC=CC=C2)C(=O)O	CCO[C@H]1CN(CC[C@H]1NC(=O)OCC2=CC=CC=C2)C(=O)O,CCOC1CN(CCC1NC(=O)OCC2=CC=CC=C2)C(=O)O,CCO[C@@H]1CN(CC[C@@H]1NC(=O)OCC2=CC=CC=C2)C(=O)O,CCO[C@@H]1CN(CCC1NC(=O)OCC2=CC=CC=C2)C(=O)O
GQKLAOLEABBPNI	4	CC(C)(C)C(=O)COC(=O)C1CCC(CC1)N2C(=O)C3C4CC(C3C2=O)C=C4	CC(C)(C)C(=O)COC(=O)C1CCC(CC1)N2C(=O)C3C4CC(C3C2=O)C=C4,CC(C)(C)C(=O)COC(=O)C1CCC(CC1)N2C(=O)[C@@H]3[C@@H]4C[C@@H]([C@@H]3C2=O)C=C4,CC(C)(C)C(=O)COC(=O)C1CCC(CC1)N2C(=O)[C@H]3[C@@H]4C[C@@H]([C@@H]3C2=O)C=C4,CC(C)(C)C(=O)COC(=O)C1CCC(CC1)N2C(=O)[C@@H]3[C@@H]4C[C@@H]([C@H]3C2=O)C=C4
NYSBHIASVZRBRE	4	COC1=CC2=C(C=C1)C=C(C=C2)C=C(C#N)C(=O)NCC3CCCO3	COC1=CC2=C(C=C1)C=C(C=C2)C=C(C#N)C(=O)NCC3CCCO3,COC1=CC2=C(C=C1)C=C(C=C2)/C=C(\C#N)/C(=O)NC[C@@H]3CCCO3,COC1=CC2=C(C=C1)C=C(C=C2)/C=C(\C#N)/C(=O)NC[C@H]3CCCO3,COC1=CC2=C(C=C1)C=C(C=C2)/C=C(\C#N)/C(=O)NCC3CCCO3
AIJDCOHHJAAVCN	4	COC(=O)C=CC1CC2CCC1C2	COC(=O)/C=C/[C@H]1C[C@@H]2CC[C@H]1C2,COC(=O)/C=C/[C@@H]1C[C@@H]2CC[C@H]1C2,COC(=O)/C=C/[C@@H]1C[C@H]2CC[C@@H]1C2,COC(=O)/C=C/C1CC2CCC1C2
FHKMOCWIZOMDLM	4	CC(C)(C)C#CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	CC(C)(C)C#CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,CC(C)(C)C#CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,CC(C)(C)C#CC1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)CO)O)O,CC(C)(C)C#CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
SVAFDCPXRYDWHM	4	CC1CC(OC1=O)C2CCC3N2C(=O)CCC(C34CC(C(=O)O4)C)OC	C[C@H]1C[C@H](OC1=O)[C@@H]2CC[C@@H]3N2C(=O)CC[C@H]([C@@]34C[C@H](C(=O)O4)C)OC,C[C@@H]1C[C@@H](OC1=O)[C@@H]2CC[C@@H]3N2C(=O)CC[C@H]([C@@]34C[C@@H](C(=O)O4)C)OC,C[C@@H]1C[C@@H](OC1=O)[C@@H]2CC[C@@H]3N2C(=O)CC[C@H]([C@@]34C[C@H](C(=O)O4)C)OC,C[C@H]1C[C@H](OC1=O)[C@@H]2CC[C@@H]3N2C(=O)CC[C@H]([C@@]34C[C@@H](C(=O)O4)C)OC
QUKHPBOCBWDYMW	4	CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C	CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,CC(C)COC(=O)[C@@H]1CCCC[C@@H]1C(=O)OCC(C)C,CC(C)COC(=O)[C@@H]1CCCC[C@H]1C(=O)OCC(C)C,CC(C)COC(=O)[C@H]1CCCC[C@@H]1C(=O)OCC(C)C
FYWYIIZOPMFOGB	4	COC1=CC=C(C=C1)C(C[N+](=O)[O-])C2CCCCC2=O	COC1=CC=C(C=C1)C(C[N+](=O)[O-])C2CCCCC2=O,COC1=CC=C(C=C1)[C@H](C[N+](=O)[O-])[C@@H]2CCCCC2=O,COC1=CC=C(C=C1)[C@@H](C[N+](=O)[O-])[C@H]2CCCCC2=O,COC1=CC=C(C=C1)[C@H](C[N+](=O)[O-])C2CCCCC2=O
OPYOTSICBBNAAZ	4	COC1=CC=CC(=C1)CC(C(=O)OC)NC(=O)C2CCCO2	COC1=CC=CC(=C1)C[C@H](C(=O)OC)NC(=O)[C@H]2CCCO2,COC1=CC=CC(=C1)C[C@H](C(=O)OC)NC(=O)[C@@H]2CCCO2,COC1=CC=CC(=C1)C[C@@H](C(=O)OC)NC(=O)[C@H]2CCCO2,COC1=CC=CC(=C1)C[C@@H](C(=O)OC)NC(=O)[C@@H]2CCCO2
PICKBLYSLVENFT	4	CC(=O)CC1=C2CC3(CC(OC3=O)C4=COC=C4)C(=O)CCC(C2=CO1)OC(=O)C	CC(=O)CC1=C2C[C@]3(C[C@H](OC3=O)C4=COC=C4)C(=O)CC[C@@H](C2=CO1)OC(=O)C,CC(=O)CC1=C2C[C@@]3(C[C@H](OC3=O)C4=COC=C4)C(=O)CC[C@@H](C2=CO1)OC(=O)C,CC(=O)CC1=C2C[C@]3(CC(OC3=O)C4=COC=C4)C(=O)CC[C@@H](C2=CO1)OC(=O)C,CC(=O)CC1=C2C[C@@]3(CC(OC3=O)C4=COC=C4)C(=O)CC[C@@H](C2=CO1)OC(=O)C
PWQBEBGUDFGPIQ	4	C1C2C3C(C(=CC4=CC=C(C=C4)O)C(=O)O3)C(O2)(C(O1)O)O	C1C2C3C(C(=CC4=CC=C(C=C4)O)C(=O)O3)C(O2)(C(O1)O)O,C1[C@@H]2[C@@H]3[C@@H](/C(=C\C4=CC=C(C=C4)O)/C(=O)O3)[C@@](O2)([C@H](O1)O)O,C1C2[C@@H]3[C@@H](/C(=C\C4=CC=C(C=C4)O)/C(=O)O3)[C@@](O2)(C(O1)O)O,C1[C@H]2[C@@H]3[C@@H](/C(=C/C4=CC=C(C=C4)O)/C(=O)O3)[C@](O2)([C@H](O1)O)O
HHKZWFUXXJUEHM	4	CC1CC(CN(C1)C(=O)C2=C(C(=CC=C2)N)C)C	CC1CC(CN(C1)C(=O)C2=C(C(=CC=C2)N)C)C,C[C@@H]1C[C@@H](CN(C1)C(=O)C2=C(C(=CC=C2)N)C)C,C[C@H]1C[C@@H](CN(C1)C(=O)C2=C(C(=CC=C2)N)C)C,C[C@@H]1C[C@H](CN(C1)C(=O)C2=C(C(=CC=C2)N)C)C
PDJQEHNGAGBCRH	4	CCC=CCCC=C(C)[N+](=O)[O-]	CCC=CCCC=C(C)[N+](=O)[O-],CC/C=C/CC/C=C(\C)/[N+](=O)[O-],CC/C=C\CC/C=C(\C)/[N+](=O)[O-],CC/C=C/CC/C=C(/C)\[N+](=O)[O-]
GRZDSHOJHNZZLO	4	CCOC(=O)C(C)C1CCC2(C1C(=O)CCC2)C	CCOC(=O)[C@@H](C)[C@H]1CC[C@]2([C@@H]1C(=O)CCC2)C,CCOC(=O)[C@H](C)[C@H]1CC[C@]2([C@@H]1C(=O)CCC2)C,CCOC(=O)C(C)[C@@H]1CC[C@@]2([C@H]1C(=O)CCC2)C,CCOC(=O)C(C)[C@H]1CC[C@]2([C@@H]1C(=O)CCC2)C
VZWFLKDQNQFXCO	4	CC1(C(C(C2=C(O1)C=CC(=C2)C(=O)OC)N3CCCCC3=O)O)C	CC1(C(C(C2=C(O1)C=CC(=C2)C(=O)OC)N3CCCCC3=O)O)C,CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C(=O)OC)N3CCCCC3=O)O)C,CC1([C@@H]([C@H](C2=C(O1)C=CC(=C2)C(=O)OC)N3CCCCC3=O)O)C,CC1([C@H](C(C2=C(O1)C=CC(=C2)C(=O)OC)N3CCCCC3=O)O)C
AXSPUWGKGLYRRQ	4	CC1(CCC2C=C(C2(O1)C)C(=O)OC)C	C[C@@]12[C@H](CCC(O1)(C)C)C=C2C(=O)OC,C[C@]12[C@H](CCC(O1)(C)C)C=C2C(=O)OC,C[C@]12[C@@H](CCC(O1)(C)C)C=C2C(=O)OC,C[C@@]12[C@@H](CCC(O1)(C)C)C=C2C(=O)OC
IPNUFAHKROGNMZ	4	CC1(OC2C(C(C3C(C2O1)OC(O3)(C)C)OC)O)C	CC1(OC2C(C(C3C(C2O1)OC(O3)(C)C)OC)O)C,CC1(O[C@@H]2[C@H]([C@H]([C@H]3[C@H]([C@@H]2O1)OC(O3)(C)C)OC)O)C,CC1(O[C@@H]2[C@H]([C@@H]([C@@H]3[C@H]([C@@H]2O1)OC(O3)(C)C)OC)O)C,CC1(O[C@H]2[C@H]3[C@@H](C([C@@H]([C@H]2O1)OC)O)OC(O3)(C)C)C
WFHKESPONQXPGD	4	CC1=CC2C(CCC(=C)C2C(C1)O)C(C)C	CC1=CC2C(CCC(=C)C2C(C1)O)C(C)C,CC1=C[C@@H]2[C@H](CCC(=C)[C@H]2[C@@H](C1)O)C(C)C,CC1=CC2[C@@H](CCC(=C)C2[C@H](C1)O)C(C)C,CC1=C[C@H]2[C@H](CCC(=C)[C@H]2[C@@H](C1)O)C(C)C
ROILTPUPCOAICA	4	CC1CCCC(C1C)NC(=O)C(C)OC(=O)C(=CC2=CC=C(C=C2)OC)C#N	C[C@@H]1CCC[C@@H]([C@@H]1C)NC(=O)[C@@H](C)OC(=O)/C(=C/C2=CC=C(C=C2)OC)/C#N,C[C@H]1CCC[C@@H]([C@@H]1C)NC(=O)[C@@H](C)OC(=O)/C(=C/C2=CC=C(C=C2)OC)/C#N,C[C@@H]1CCC[C@H]([C@@H]1C)NC(=O)[C@@H](C)OC(=O)/C(=C/C2=CC=C(C=C2)OC)/C#N,C[C@H]1CCC[C@H]([C@@H]1C)NC(=O)[C@@H](C)OC(=O)/C(=C/C2=CC=C(C=C2)OC)/C#N
QCGBRVLSESOEBX	4	C1COC2=C(O1)C=CC(=C2)C3=COC4CC(=O)C=CC4C3=O	C1COC2=C(O1)C=CC(=C2)C3=CO[C@H]4CC(=O)C=C[C@@H]4C3=O,C1COC2=C(O1)C=CC(=C2)C3=CO[C@H]4CC(=O)C=C[C@H]4C3=O,C1COC2=C(O1)C=CC(=C2)C3=CO[C@@H]4CC(=O)C=C[C@@H]4C3=O,C1COC2=C(O1)C=CC(=C2)C3=CO[C@@H]4CC(=O)C=C[C@H]4C3=O
LZMDCELROPNDKX	4	CCN(CC)C1=CC=C(C=C1)C=CC(=O)C2C(=O)C=C(OC2=O)C	CCN(CC)C1=CC=C(C=C1)/C=C/C(=O)[C@H]2C(=O)C=C(OC2=O)C,CCN(CC)C1=CC=C(C=C1)/C=C/C(=O)[C@@H]2C(=O)C=C(OC2=O)C,CCN(CC)C1=CC=C(C=C1)/C=C/C(=O)C2C(=O)C=C(OC2=O)C,CCN(CC)C1=CC=C(C=C1)C=CC(=O)C2C(=O)C=C(OC2=O)C
CDIGAZQTJRJNPJ	4	CCC(C)C1=CC=CC=C1NC(=O)C(C)OC(=O)C2=CC=C(C=C2)OCC	CC[C@@H](C)C1=CC=CC=C1NC(=O)[C@@H](C)OC(=O)C2=CC=C(C=C2)OCC,CC[C@H](C)C1=CC=CC=C1NC(=O)[C@@H](C)OC(=O)C2=CC=C(C=C2)OCC,CC[C@@H](C)C1=CC=CC=C1NC(=O)[C@H](C)OC(=O)C2=CC=C(C=C2)OCC,CC[C@H](C)C1=CC=CC=C1NC(=O)[C@H](C)OC(=O)C2=CC=C(C=C2)OCC
UFMCBVUOEQAWAI	4	CC(=CC=C)CCC1CC(CC(=O)O1)O	C/C(=C\C=C)/CC[C@@H]1C[C@@H](CC(=O)O1)O,C/C(=C\C=C)/CC[C@@H]1C[C@H](CC(=O)O1)O,C/C(=C\C=C)/CC[C@H]1C[C@@H](CC(=O)O1)O,C/C(=C\C=C)/CC[C@H]1C[C@H](CC(=O)O1)O
VBCCIYBYMUSABV	4	C1CC(CN(C1)C(=O)C=CC2=CC=CC=C2)O	C1CC(CN(C1)C(=O)/C=C/C2=CC=CC=C2)O,C1CC(CN(C1)C(=O)C=CC2=CC=CC=C2)O,C1C[C@@H](CN(C1)C(=O)/C=C/C2=CC=CC=C2)O,C1C[C@H](CN(C1)C(=O)/C=C/C2=CC=CC=C2)O
ZRLBHAVAOFVLAM	4	CC(C)(C)C1CC(=O)CC(C12C(=O)OC(=N2)C3=CC=CC=C3)OC	CC(C)(C)[C@@H]1CC(=O)C[C@H]([C@@]12C(=O)OC(=N2)C3=CC=CC=C3)OC,CC(C)(C)[C@@H]1CC(=O)C[C@@H]([C@@]12C(=O)OC(=N2)C3=CC=CC=C3)OC,CC(C)(C)[C@H]1CC(=O)C[C@H]([C@@]12C(=O)OC(=N2)C3=CC=CC=C3)OC,CC(C)(C)[C@H]1CC(=O)C[C@@H]([C@@]12C(=O)OC(=N2)C3=CC=CC=C3)OC
BQQBYYWTWLUVGK	4	CC1CCCC(=CCC(OC(=O)CC(C(C(=O)C(C1O)CCC=C)(C)C)O)C2=CC3=C(C=C2)SC(=N3)CN)C	CC1CCC/C(=C\CC(OC(=O)CC(C(C(=O)C(C1O)CCC=C)(C)C)O)C2=CC3=C(C=C2)SC(=N3)CN)/C,CC1CCC/C(=C/CC(OC(=O)CC(C(C(=O)C(C1O)CCC=C)(C)C)O)C2=CC3=C(C=C2)SC(=N3)CN)/C,C[C@H]1CCCC(=CC[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)CCC=C)(C)C)O)C2=CC3=C(C=C2)SC(=N3)CN)C,C[C@H]1CCC/C(=C\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)CCC=C)(C)C)O)C2=CC3=C(C=C2)SC(=N3)CN)/C
WCOXGIJCINOTLX	4	CCCCC1=CC=C(C=C1)NC(=O)N2C(CCCC2C)C	CCCCC1=CC=C(C=C1)NC(=O)N2C(CCCC2C)C,CCCCC1=CC=C(C=C1)NC(=O)N2[C@@H](CCC[C@@H]2C)C,CCCCC1=CC=C(C=C1)NC(=O)N2[C@H](CCC[C@@H]2C)C,CCCCC1=CC=C(C=C1)NC(=O)N2[C@@H](CCC[C@H]2C)C
ZFHRHGVPJIJDDQ	4	C1CCNC2CC(=O)NCCCN(CCCNC1)C(=O)C3C(OC4=C3C=C2C=C4)C5=CC=C(C=C5)O	C1CCN[C@H]2CC(=O)NCCCN(CCCNC1)C(=O)[C@@H]3[C@@H](OC4=C3C=C2C=C4)C5=CC=C(C=C5)O,C1CCN[C@H]2CC(=O)NCCCN(CCCNC1)C(=O)[C@H]3[C@@H](OC4=C3C=C2C=C4)C5=CC=C(C=C5)O,C1CCNC2CC(=O)NCCCN(CCCNC1)C(=O)C3C(OC4=C3C=C2C=C4)C5=CC=C(C=C5)O,C1CCN[C@H]2CC(=O)NCCCN(CCCNC1)C(=O)[C@@H]3[C@H](OC4=C3C=C2C=C4)C5=CC=C(C=C5)O
JEBFJSHKHYDVNP	4	COC1=C(C=C2C(=C1)CCN3C24CC(C=CC4=CC3)O)OC	COC1=C(C=C2C(=C1)CCN3[C@]24C[C@H](C=CC4=CC3)O)OC,COC1=C(C=C2C(=C1)CCN3C24CC(C=CC4=CC3)O)OC,COC1=C(C=C2C(=C1)CCN3[C@@]24C[C@@H](C=CC4=CC3)O)OC,COC1=C(C=C2C(=C1)CCN3[C@]24C[C@@H](C=CC4=CC3)O)OC
CWRZQXRQILCFCP	4	CC1CCC2C(C1)C(=O)N(C2=O)C	CC1CCC2C(C1)C(=O)N(C2=O)C,C[C@H]1CC[C@@H]2[C@H](C1)C(=O)N(C2=O)C,C[C@@H]1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)C,CC1CC[C@@H]2[C@H](C1)C(=O)N(C2=O)C
