accession	inchikey1	model	ionization
UF22946869	WVQBLGZPHOPPFO	6	positive
UF23274151	OHPZPBNDOVQJMH	0	positive
UF23330210	QFYZFYDOEJZMDX	0	positive
UF23354216	QGXBDMJGAMFCBF	2	positive
UF23368002	CHIFOSRWCNZCFN	0	positive
UF23522753	OIAGWXKSCXPNNZ	0	positive
UF24420641	PUIYMUZLKQOUOZ	0	positive
UF24430553	NYRMIJKDBAQCHC	0	positive
UF25720824	FSAVDKDHPDSCTO	0	positive
UF25932027	KIEDNEWSYUYDSN	0	positive
UF26503490	PRGQOPPDPVELEG	0	positive
UF26790995	GSDSWSVVBLHKDQ	4	positive
UF26791504	CHMBIJAOCISYEW	0	positive
UF26998420	CHMBIJAOCISYEW	0	positive
UF27103893	PJVWKTKQMONHTI	7	positive
UF27437159	DCOPUUMXTXDBNB	0	positive
UF27501584	GECHUMIMRBOMGK	3	positive
UF27733471	MUMGGOZAMZWBJJ	0	positive
UF28540526	ODCWYMIRDDJXKW	7	positive
UF29524320	OEBRKCOSUFCWJD	0	positive
UF29553651	JHSPCUHPSIUQRB	0	positive
UF29808955	IVENSCMCQBJAKW	0	positive
UF30063906	WFDXOXNFNRHQEC	0	positive
UF30384090	WFDXOXNFNRHQEC	0	positive
UF31108056	PXMNMQRDXWABCY	0	positive
UF31116900	SGTNSNPWRIOYBX	0	positive
UF31321120	ASWVTGNCAZCNNR	2	positive
UF31531356	GECHUMIMRBOMGK	3	positive
UF31553889	JHSPCUHPSIUQRB	0	positive
UF31557817	ZKXDGKXYMTYWTB	0	positive
UF31776253	QIKYZXDTTPVVAC	0	positive
UF32581866	WSEQXVZVJXJVFP	6	positive
UF32599133	JTHMVYBOQLDDIY	0	positive
UF32608417	GSDSWSVVBLHKDQ	4	positive
UF33859749	AJPIUNPJBFBUKK	0	positive
UF34631447	JXCGFZXSOMJFOA	0	positive
UF34961864	BABGMPQXLCJMSK	0	positive
UF35101818	WSEQXVZVJXJVFP	6	positive
UF35614515	OIAGWXKSCXPNNZ	0	positive
UF36262798	VPZIYMMSJFWLSP	0	positive
UF36481598	XMAYWYJOQHXEEK	0	positive
UF37079400	QGXBDMJGAMFCBF	2	positive
UF37397853	MMOXZBCLCQITDF	9	positive
UF37469877	YFGYUFNIOHWBOB	0	positive
UF37679613	QHOQHJPRIBSPCY	0	positive
UF37808519	WYVVKGNFXHOCQV	0	positive
UF37885865	JRBJSXQPQWSCCF	0	positive
UF38070853	OHPZPBNDOVQJMH	0	positive
UF38806483	PUIYMUZLKQOUOZ	0	positive
UF39183086	JMTMSDXUXJISAY	0	positive
UF39724840	DAAHPDZFLSFYPJ	0	positive
UF39801800	VHCNQEUWZYOAEV	0	positive
UF39939002	CHIFOSRWCNZCFN	0	positive
UF40007523	VMXUWOKSQNHOCA	0	positive
UF40731528	MFYSYFVPBJMHGN	0	positive
UF40947431	HHUQPWODPBDTLI	0	positive
UF41208514	PZBPKYOVPCNPJY	0	positive
UF41753668	CWKFPEBMTGKLKX	0	positive
UF42196431	FZXISNSWEXTPMF	0	positive
UF42510573	STEPQTYSZVCJPV	0	positive
UF42585350	FQKUGOMFVDPBIZ	0	positive
UF42701306	HPNSFSBZBAHARI	3	positive
UF43290277	OJMMVQQUTAEWLP	7	positive
UF43445778	FZXISNSWEXTPMF	0	positive
UF43548614	UIKROCXWUNQSPJ	7	positive
UF43565536	XZWYZXLIPXDOLR	6	positive
UF44076911	IVUXTESCPZUGJC	0	positive
UF44277128	WSJBSKRPKADYRQ	0	positive
UF44937109	CWKFPEBMTGKLKX	0	positive
UF45258415	MFYSYFVPBJMHGN	0	positive
UF46055149	RJKFOVLPORLFTN	0	positive
UF46136704	IEDVJHCEMCRBQM	0	positive
UF46223840	YIKSHDNOAYSSPX	0	positive
UF46296853	VVBLNCFGVYUYGU	0	positive
UF46646458	OUBMGJOQLXMSNT	0	positive
UF48044555	JZQKKSLKJUAGIC	5	positive
UF48108479	DQMZLTXERSFNPB	7	positive
UF48178227	UIKROCXWUNQSPJ	7	positive
UF48207560	MUMGGOZAMZWBJJ	0	positive
UF48319231	AAOVKJBEBIDNHE	7	positive
UF48546538	RQVYBGPQFYCBGX	0	positive
UF48986222	SPFYMRJSYKOXGV	0	positive
UF49025971	QFOHBWFCKVYLES	0	positive
UF49158262	RLFWWDJHLFCNIJ	0	positive
UF49386490	WYKYKTKDBLFHCY	0	positive
UF49392822	TWFZGCMQGLPBSX	0	positive
UF49416559	RQVYBGPQFYCBGX	0	positive
UF50828153	HSHNITRMYYLLCV	0	positive
UF51198644	ODCWYMIRDDJXKW	7	positive
UF51376549	CMSMOCZEIVJLDB	0	positive
UF51847183	QHOQHJPRIBSPCY	0	positive
UF51890137	UGJMXCAKCUNAIE	4	positive
UF52112859	PXWLVJLKJGVOKE	0	positive
UF53253839	STJLVHWMYQXCPB	0	positive
UF53587139	NUVBSKCKDOMJSU	0	positive
UF53614183	MCWXGJITAZMZEV	0	positive
UF54533300	LMYRWZFENFIFIT	0	positive
UF54919914	QSNSCYSYFYORTR	0	positive
UF54992335	WECDUOXQLAIPQW	0	positive
UF55994525	CSWIKHNSBZVWNQ	0	positive
UF56592426	ZTMKADLOSYKWCA	0	positive
UF56650963	RYYVLZVUVIJVGH	6	positive
UF56706141	WRPIRSINYZBGPK	0	positive
UF56758121	TZBJGXHYKVUXJN	8	positive
UF56995603	HDHLIWCXDDZUFH	0	positive
UF57252302	WJCNZQLZVWNLKY	6	positive
UF57746055	WXVFMRKUWGIPRB	0	positive
UF57781529	QRUDEWIWKLJBPS	0	positive
UF57994960	RNLHGQLZWXBQNY	0	positive
UF58485920	QGXBDMJGAMFCBF	2	positive
UF59219930	NQLVQOSNDJXLKG	0	positive
UF59627432	VIKNJXKGJWUCNN	0	positive
UF59847492	AAEVYOVXGOFMJO	0	positive
UF60003678	RYAUSSKQMZRMAI	0	positive
UF60218813	QRUDEWIWKLJBPS	0	positive
UF60290723	WYEMLYFITZORAB	0	positive
UF60826247	ZZUFCTLCJUWOSV	0	positive
UF60866780	TVYLLZQTGLZFBW	0	positive
UF61069565	DKYWVDODHFEZIM	9	positive
UF61897917	PUYXTUJWRLOUCW	0	positive
UF62205003	WYEMLYFITZORAB	0	positive
UF62227201	OEBRKCOSUFCWJD	0	positive
UF63167115	UTBVIMLZIRIFFR	0	positive
UF63219858	MMOXZBCLCQITDF	9	positive
UF63371488	VPWNQTHUCYMVMZ	0	positive
UF63696818	AAEVYOVXGOFMJO	0	positive
UF63738365	SGTNSNPWRIOYBX	0	positive
UF64770926	KIEDNEWSYUYDSN	0	positive
UF64847468	HYYBABOKPJLUIN	0	positive
UF65603027	DFWFIQKMSFGDCQ	0	positive
UF65848833	FHIVAFMUCKRCQO	0	positive
UF66339834	DCOPUUMXTXDBNB	0	positive
UF66911482	HYYBABOKPJLUIN	0	positive
UF67243243	VPZIYMMSJFWLSP	0	positive
UF67763058	XIKIUQUXDNHBFR	0	positive
UF67827362	IUBSYMUCCVWXPE	0	positive
UF67961750	RMMXTBMQSGEXHJ	0	positive
UF68180550	DBEPLOCGEIEOCV	0	positive
UF68747964	ZTMKADLOSYKWCA	0	positive
UF69213858	GXPIUNZCALHVBA	0	positive
UF69386766	VPWNQTHUCYMVMZ	0	positive
UF69608584	NYRMIJKDBAQCHC	0	positive
UF70905112	XEGGRYVFLWGFHI	6	positive
UF71116572	AEMFNILZOJDQLW	0	positive
UF71158142	TVLSRXXIMLFWEO	0	positive
UF71264788	ONCZDRURRATYFI	0	positive
UF71791413	RIZMRRKBZQXFOY	6	positive
UF72305462	VIKNJXKGJWUCNN	0	positive
UF72447976	RMMXTBMQSGEXHJ	0	positive
UF72801164	NQLVQOSNDJXLKG	0	positive
UF72881487	MXWJVTOOROXGIU	6	positive
UF73245250	LMYRWZFENFIFIT	0	positive
UF73645790	WIIZWVCIJKGZOK	0	positive
UF73915391	IVUXTESCPZUGJC	0	positive
UF73923993	CYESCLHCWJKRKM	0	positive
UF74055217	PUYXTUJWRLOUCW	0	positive
UF74071927	VEQOALNAAJBPNY	9	positive
UF74200466	LCGTWRLJTMHIQZ	0	positive
UF74358368	FQKUGOMFVDPBIZ	0	positive
UF75296182	DKNWSYNQZKUICI	8	positive
UF75894616	UJVLDDZCTMKXJK	0	positive
UF76074075	HDHLIWCXDDZUFH	0	positive
UF76416121	RJKFOVLPORLFTN	0	positive
UF76677172	XQVWYOYUZDUNRW	0	positive
UF76947110	RIZMRRKBZQXFOY	6	positive
UF77100976	AHOUBRCZNHFOSL	0	positive
UF77130159	XQVWYOYUZDUNRW	0	positive
UF77383134	IEDVJHCEMCRBQM	0	positive
UF77514259	LRTFPLFDLJYEKT	0	positive
UF77549283	RGLYKWWBQGJZGM	0	positive
UF78652704	WJCNZQLZVWNLKY	6	positive
UF78924100	QLHULAHOXSSASE	0	positive
UF79218540	WYKYKTKDBLFHCY	0	positive
UF79370622	YIKSHDNOAYSSPX	0	positive
UF80109735	QLHULAHOXSSASE	0	positive
UF81811169	XIKIUQUXDNHBFR	0	positive
UF82040586	ICNFHJVPAJKPHW	0	positive
UF82250307	AHOUBRCZNHFOSL	0	positive
UF82660502	HRKAMJBPFPHCSD	0	positive
UF83666267	JZQKKSLKJUAGIC	5	positive
UF84492832	XZZNDPSIHUTMOC	0	positive
UF84611921	ICNFHJVPAJKPHW	0	positive
UF84903064	XMAYWYJOQHXEEK	0	positive
UF85455441	CSWIKHNSBZVWNQ	0	positive
UF85666701	WIIZWVCIJKGZOK	0	positive
UF85907366	JOOMJVFZQRQWKR	0	positive
UF86373363	VMXUWOKSQNHOCA	0	positive
UF87102289	NNJVILVZKWQKPM	9	positive
UF87147543	STJLVHWMYQXCPB	0	positive
UF87321422	NUVBSKCKDOMJSU	0	positive
UF87358811	XEGGRYVFLWGFHI	6	positive
UF87388939	UJVLDDZCTMKXJK	0	positive
UF87700262	VHCNQEUWZYOAEV	0	positive
UF87934465	MMOXZBCLCQITDF	9	positive
UF88119187	XXOYNJXVWVNOOJ	0	positive
UF88254546	CYESCLHCWJKRKM	0	positive
UF88349313	STEPQTYSZVCJPV	0	positive
UF88961865	GXPIUNZCALHVBA	0	positive
UF88999388	METKIMKYRPQLGS	7	positive
UF89533513	ZKLPARSLTMPFCP	1	positive
UF89771089	OJMMVQQUTAEWLP	7	positive
UF89786310	DAAHPDZFLSFYPJ	0	positive
UF90107797	DBEPLOCGEIEOCV	0	positive
UF90131673	LCGTWRLJTMHIQZ	0	positive
UF90474679	YFBPRJGDJKVWAH	0	positive
UF90752696	TZBJGXHYKVUXJN	8	positive
UF90961039	HHUQPWODPBDTLI	0	positive
UF90987652	ZZVUWRFHKOJYTH	2	positive
UF91322320	LRTFPLFDLJYEKT	0	positive
UF92364182	XZWYZXLIPXDOLR	6	positive
UF92405483	MGLWZSOBALDPEK	0	positive
UF92717706	QFOHBWFCKVYLES	0	positive
UF93079343	DQMZLTXERSFNPB	7	positive
UF93243772	HPNSFSBZBAHARI	3	positive
UF95803742	DKYWVDODHFEZIM	9	positive
UF95990537	JTHMVYBOQLDDIY	0	positive
UF96334590	JWYUFVNJZUSCSM	0	positive
UF96433046	PXMNMQRDXWABCY	0	positive
UF96561475	MMOXZBCLCQITDF	9	positive
UF97331805	RGLYKWWBQGJZGM	0	positive
UF97515017	PQTBTIFWAXVEPB	0	positive
UF97674527	VEQOALNAAJBPNY	9	positive
UF97926691	QHOQHJPRIBSPCY	0	positive
UF98849617	IUBSYMUCCVWXPE	0	positive
UF99315672	UTBVIMLZIRIFFR	0	positive
UF99431927	WYVVKGNFXHOCQV	0	positive
AU00703972	ZOCSXAVNDGMNBV	0	negative
AU00784959	JNMRHUJNCSQMMB	0	negative
AU01042941	ZQTNQVWKHCQYLQ	0	negative
AU01553580	JLKIGFTWXXRPMT	0	negative
AU01922591	TUZYXOIXSAXUGO	0	negative
AU03631843	ICUTUKXCWQYESQ	0	negative
AU04044189	XKJMBINCVNINCA	0	negative
AU04096894	DBPWSSGDRRHUNT	0	negative
AU04578064	KQPKPCNLIDLUMF	0	negative
AU04668131	YASYVMFAVPKPKE	1	negative
AU05171244	OYEMCXOSIPKXPY	0	negative
AU05454190	XNSGCNYTNLWRKM	0	negative
AU05518472	LVDGGZAZAYHXEY	0	negative
AU06387364	AHLBNYSZXLDEJQ	0	negative
AU07940697	ZNNLBTZKUZBEKO	7	negative
AU08466360	FEPBITJSIHRMRT	0	negative
AU09306016	QFOHBWFCKVYLES	0	negative
AU09364677	MDQKYGOECVSPIW	0	negative
AU09705497	OWZPCEFYPSAJFR	0	negative
AU09708139	NQPDXQQQCQDHHW	0	negative
AU10564263	PZBQVZFITSVHAW	0	negative
AU10952067	RFHAOTPXVQNOHP	6	negative
AU11307243	PVHUJELLJLJGLN	0	negative
AU11666775	VIONGDJUYAYOPU	0	negative
AU11953060	WYKYKTKDBLFHCY	0	negative
AU12275602	QPVPJECIHVSBLZ	0	negative
AU12538506	RRRXPPIDPYTNJG	0	negative
AU12807886	CWKFPEBMTGKLKX	0	negative
AU12907468	MKXKFYHWDHIYRV	0	negative
AU13813963	NUVBSKCKDOMJSU	0	negative
AU13994007	YOSHYTLCDANDAN	4	negative
AU15244497	FZEYVTFCMJSGMP	0	negative
AU15860882	BIDNLKIUORFRQP	0	negative
AU16082321	GOVWOKSKFSBNGD	0	negative
AU18670950	NCKMMSIFQUPKCK	0	negative
AU18934572	DHSUYTOATWAVLW	0	negative
AU18975852	GXPIUNZCALHVBA	0	negative
AU20529199	YPJUNDFVDDCYIH	0	negative
AU20884436	OWEGWHBOCFMBLP	0	negative
AU22021892	LKJPYSCBVHEWIU	0	negative
AU23267067	HTQMVQVXFRQIKW	0	negative
AU24243433	VXIXUWQIVKSKSA	0	negative
AU24252051	INOGLHRUEYDAHX	0	negative
AU25484481	YGSDEFSMJLZEOE	0	negative
AU25688149	IDQHRQQSSQDLTR	0	negative
AU25719646	GCKLGRUZDXSATG	0	negative
AU25727896	AFDRCEOKCOUICI	0	negative
AU25755667	IIBYAHWJQTYFKB	0	negative
AU26134029	YJQPYGGHQPGBLI	0	negative
AU26237030	PCIUEQPBYFRTEM	0	negative
AU26461708	AHTPATJNIAFOLR	0	negative
AU27181835	LFULEKSKNZEWOE	0	negative
AU27703515	MFYSYFVPBJMHGN	0	negative
AU28024673	NYRMIJKDBAQCHC	0	negative
AU29019878	XUKUURHRXDUEBC	0	negative
AU29177824	QNDHIRFIMVNHBN	0	negative
AU30870738	HEFNNWSXXWATRW	0	negative
AU31108964	JMTMSDXUXJISAY	0	negative
AU31363767	NXFQHRVNIOXGAQ	0	negative
AU31368041	TZBJGXHYKVUXJN	3	negative
AU31760388	HTXMGVTWXZBZNC	0	negative
AU32094348	HYWZIAVPBSTISZ	0	negative
AU32394684	YFSUTJLHUFNCNZ	0	negative
AU33755973	HYAFETHFCAUJAY	5	negative
AU34039829	SIDINRCMMRKXGQ	0	negative
AU34985397	PGOOBECODWQEAB	0	negative
AU35647003	JFZSAWUKZISBJM	0	negative
AU36110313	ACWBQPMHZXGDFX	0	negative
AU36787216	CYESCLHCWJKRKM	0	negative
AU36818380	IQPSEEYGBUAQFF	0	negative
AU37032622	GAGWJHPBXLXJQN	0	negative
AU37543540	AFFPZJFLSDVZBV	0	negative
AU37958795	UZUFPBIDKMEQEQ	0	negative
AU38006510	ZHBBDQFXEDCQFI	0	negative
AU38381371	KNAHARQHSZJURB	4	negative
AU39536390	GOEMGAFJFRBGGG	0	negative
AU39566979	ZWBAMYVPMDSJGQ	0	negative
AU40157435	AXRYRYVKAWYZBR	0	negative
AU40296584	YEDUAINPPJYDJZ	0	negative
AU40562565	NXTDJHZGHOFSQG	0	negative
AU40669544	BAYGVMXZJBFEMB	0	negative
AU40750962	ASMQGLCHMVWBQR	0	negative
AU41352026	BTJIUGUIPKRLHP	0	negative
AU44138160	OYGQVDSRYXATEL	0	negative
AU46313095	QCDQDISRALTLNQ	0	negative
AU46571952	MOTZDAYCYVMXPC	0	negative
AU46594097	RMMXLENWKUUMAY	7	negative
AU47417514	VHCNQEUWZYOAEV	0	negative
AU48300585	HCAJEUSONLESMK	0	negative
AU48644988	ALVYVCQIFHTIRD	0	negative
AU49777347	XOFYZVNMUHMLCC	0	negative
AU49798532	CXGONMQFMIYUJR	0	negative
AU49982397	FJLGEFLZQAZZCD	0	negative
AU50081641	GGOUUEMCWBTDMT	0	negative
AU51150706	WIIZWVCIJKGZOK	0	negative
AU51372592	SJQBHPJLLIJASD	0	negative
AU51555747	YHXISWVBGDMDLQ	0	negative
AU51625988	PSIFNNKUMBGKDQ	0	negative
AU51943122	YWTYJOPNNQFBPC	0	negative
AU52112881	URLJMZWTXZTZRR	0	negative
AU52472761	FEBLZLNTKCEFIT	0	negative
AU52780268	DCOPUUMXTXDBNB	0	negative
AU53437056	ZZORFUFYDOWNEF	0	negative
AU53620900	FIPWRIJSWJWJAI	0	negative
AU54681026	XMTQQYYKAHVGBJ	8	negative
AU57439815	PQTBTIFWAXVEPB	0	negative
AU57871279	RZEKVGVHFLEQIL	0	negative
AU59623983	CYQFCXCEBYINGO	0	negative
AU60271997	DUSHUSLJJMDGTE	0	negative
AU61909721	FQXWEKADCSXYOC	0	negative
AU62382022	VPWNQTHUCYMVMZ	0	negative
AU63333544	ZOMSMJKLGFBRBS	0	negative
AU63626218	RYLHNOVXKPXDIP	0	negative
AU64145258	GFNANZIMVAIWHM	0	negative
AU65274828	ZBMZVLHSJCTVON	0	negative
AU65776063	SECKRCOLJRRGGV	0	negative
AU66815913	ARZWATDYIYAUTA	0	negative
AU66980049	QZHDEAJFRJCDMF	0	negative
AU68046093	KVBGVZZKJNLNJU	0	negative
AU69371240	TYBHZVUFOINFDV	0	negative
AU69676344	LRUDIIUSNGCQKF	0	negative
AU69935837	GBNHEBQXJVDXSW	0	negative
AU69947746	SNGREZUHAYWORS	0	negative
AU70483247	DNXHEGUUPJUMQT	0	negative
AU70893787	MMBILEWCGWTAOV	0	negative
AU71076915	NZCRJKRKKOLAOJ	0	negative
AU72125022	UWJUQVWARXYRCG	0	negative
AU73323492	JXCGFZXSOMJFOA	0	negative
AU75552317	UQVKZNNCIHJZLS	0	negative
AU75985034	SRSXLGNVWSONIS	0	negative
AU76135608	JWKXVHLIRTVXLD	0	negative
AU77148092	ONMOULMPIIOVTQ	0	negative
AU77148993	UNAHYJYOSSSJHH	0	negative
AU77918925	RUDINRUXCKIXAJ	0	negative
AU78003396	UFBJCMHMOXMLKC	0	negative
AU79537565	XPOQHMRABVBWPR	0	negative
AU80889433	HYYBABOKPJLUIN	0	negative
AU81063837	LGHZJDKSVUTELU	0	negative
AU81630122	CKRXVVGETMYFIO	0	negative
AU82268218	JGTNAGYHADQMCM	0	negative
AU83571638	DJBNUMBKLMJRSA	0	negative
AU83706659	UJVLDDZCTMKXJK	0	negative
AU83846770	WYEMLYFITZORAB	0	negative
AU84714619	NGBFQHCMQULJNZ	0	negative
AU84716966	CXZGQIAOTKWCDB	0	negative
AU85420605	GECHUMIMRBOMGK	0	negative
AU85876431	WYEHFWKAOXOVJD	0	negative
AU86259314	QRUDEWIWKLJBPS	0	negative
AU86618316	PJVWKTKQMONHTI	9	negative
AU87777287	RVSCDWJKJDBFRS	0	negative
AU88999044	YGCFIWIQZPHFLU	0	negative
AU90657386	FAEKWTJYAYMJKF	0	negative
AU91782908	PXUULQAPEKKVAH	0	negative
AU91789186	MNEXVZFQQPKDHC	0	negative
AU91959604	ACEKLXZRZOWKRY	0	negative
AU92738217	WIGIZIANZCJQQY	0	negative
AU93131844	VPZIYMMSJFWLSP	0	negative
AU93432075	MDNWOSOZYLHTCG	0	negative
AU93733999	IPRJXAGUEGOFGG	0	negative
AU93896729	IOYNQIMAUDJVEI	0	negative
AU94806105	UVCOILFBWYKHHB	0	negative
AU95340482	PHNUZKMIPFFYSO	0	negative
AU95963148	QELSKZZBTMNZEB	0	negative
AU96550124	QQQYTWIFVNKMRW	0	negative
AU97115053	UWPJYQYRSWYIGZ	0	negative
AU97455804	LXCFILQKKLGQFO	0	negative
AU97815818	FRQMUZJSZHZSGN	0	negative
AU98829936	JNMMKKYUIIQPDG	0	negative
AU99320423	OIGNJSKKLXVSLS	0	negative
BML0016486	KTOAGBIQQPGNIR	0	negative
BML0032678	WSMQBJMPWPNLTJ	0	negative
BML0035840	BHQCQFFYRZLCQQ	0	negative
BML0058912	RFCQJGFZUQFYRF	0	negative
BML0167468	MHVJRKBZMUDEEV	0	negative
BML0209735	XHEFDIBZLJXQHF	8	negative
BML0308422	IQFYYKKMVGJFEH	3	negative
BML0415305	DAWSYIQAGQMLFS	0	negative
BML0426708	BLGXFZZNTVWLAY	0	negative
BML0438077	PIMZUZSSNYHVCU	0	negative
BML0453005	OBWHQJYOOCRPST	0	negative
BML0473355	GYLGASXCHFNKHD	0	negative
BML0487320	REFJWTPEDVJJIY	6	negative
BML0513387	DNXHEGUUPJUMQT	0	negative
BML0535210	SZMQXDYEGKRZDG	0	negative
BML0555409	NCMVOABPESMRCP	0	negative
BML0597920	AUNGANRZJHBGPY	0	negative
BML0618226	JXSVIVRDWWRQRT	0	negative
BML0691498	OIPPWFOQEKKFEE	0	negative
BML0758832	ZLHVIYHWWQYJID	0	negative
BML1096583	LFEUICHQZGNOHD	0	negative
BML1119106	JDZBITULCWBIMC	0	negative
BML1148364	FMDMLXZPCLVWSQ	0	negative
BML1168022	LUKBXSAWLPMMSZ	7	negative
BML1271780	FQFJIJMMCVBRBL	0	negative
BML1328921	UIFFUZWRFRDZJC	0	negative
BML1335826	FUCKRCGERFLLHP	0	negative
BML1352423	KRBMQYPTDYSENE	0	negative
BML1363430	ZASFNFUJGOZQBW	0	negative
BML1387055	PXNMNABLQWUMCX	0	negative
BML1455945	ISQRJFLLIDGZEP	0	negative
BML1506390	JMSUEPQZGKBECJ	0	negative
BML1569271	IYRMWMYZSQPJKC	6	negative
BML1646311	QAIPRVGONGVQAS	0	negative
BML1677811	UHDGCWIWMRVCDJ	4	negative
BML1767144	BXLAVJWSFYZDPF	0	negative
BML1775188	IXORZMNAPKEEDV	0	negative
BML1819751	JDAPIOVVXOAJOM	0	negative
BML1933493	POUZLUJYBWGJJO	0	negative
BML1935503	XHCADAYNFIFUHF	4	negative
BML1950267	IRUHWRSITUYICV	0	negative
BML1960455	JBSCMIAEEWZQBR	0	negative
BML2061434	IKGXIBQEEMLURG	0	negative
BML2092934	RUDATBOHQWOJDD	0	negative
BML2337876	FPUXKXIZEIDQKW	0	negative
BML2404572	AADVZSXPNRLYLV	0	negative
BML2406946	XVOYSCVBGLVSOL	0	negative
BML2472105	VGSYCWGXBYZLLE	0	negative
BML2553861	FGPJTMCJNPRZGF	0	negative
BML2598653	AYMLQYFMYHISQO	0	negative
BML2611688	JRHMMVBOTXEHGJ	0	negative
BML2644423	SMEROWZSTRWXGI	0	negative
BML2723297	NLRXQZJJCPRATR	0	negative
BML2732078	ZKMLQDNHMSFULN	0	negative
BML2747646	XJQPQKLURWNAAH	0	negative
BML2813067	YMUOZXZDDBRJEP	0	negative
BML2822839	MOBDZHABRVPJCH	0	negative
BML2825813	IQPNAANSBPBGFQ	8	negative
BML2843424	PFTAWBLQPZVEMU	0	negative
BML2903073	KLHSKTMVSOWVLD	0	negative
BML3010172	AVNJCDRLZOVEDM	0	negative
BML3146128	PWNURKDPPRSGQU	0	negative
BML3178831	QUQPHWDTPGMPEX	0	negative
BML3407542	IENZQIKPVFGBNW	0	negative
BML3439215	ZHDJHNSKUYZDCF	0	negative
BML3457977	WTDRDQBEARUVNC	0	negative
BML3471496	JYGXADMDTFJGBT	3	negative
BML3523670	DMAXEADUOQCSHM	0	negative
BML3544659	GOSWTRUMMSCNCW	0	negative
BML3546606	ZHUOOEGSSFNTNP	0	negative
BML3633330	HPNSFSBZBAHARI	9	negative
BML3840046	CUCUKLJLRRAKFN	3	negative
BML3843256	RYEFFICCPKWYML	0	negative
BML3871604	CDSMSBUVCWHORP	0	negative
BML3871930	XHSQDZXAVJRBMX	0	negative
BML3939883	HNDVDQJCIGZPNO	0	negative
BML4029463	BAHHZVVNFAOLAZ	0	negative
BML4060720	OHXPGWPVLFPUSM	0	negative
BML4117434	WDJUZGPOPHTGOT	0	negative
BML4253514	QZESEGHSLFKZIV	0	negative
BML4287046	ZJMLELXRQUXRIU	0	negative
BML4300398	CZCIKBSVHDNIDH	0	negative
BML4322733	PFMGWOVPHHEHAL	0	negative
BML4465101	XKKCQTLDIPIRQD	0	negative
BML4473704	SRRSXTUHQTVABO	0	negative
BML4486000	TZJALUIVHRYQQB	0	negative
BML4590518	SQFSKOYWJBQGKQ	0	negative
BML4623272	CAGLGYNQQSIUGX	0	negative
BML4661801	OUYCCCASQSFEME	7	negative
BML4695503	QIVBCDIJIAJPQS	0	negative
BML4708948	CKLJMWTZIZZHCS	1	negative
BML4778149	GNRIZKKCNOBBMO	0	negative
BML4822941	PTXIWVJSAQPKEY	0	negative
BML4832566	VHCQVGQULWFQTM	0	negative
BML4893112	KZNIFHPLKGYRTM	8	negative
BML4930777	AHTIKTYAZWVOGR	0	negative
BML4945041	DFPMSGMNTNDNHN	0	negative
BML5086790	DEQITUUQPICUMR	0	negative
BML5095241	YKPUWZUDDOIDPM	0	negative
BML5125177	QANMHLXAZMSUEX	0	negative
BML5141548	DYARIVMCYYQNNQ	0	negative
BML5141562	BBDAGFIXKZCXAH	0	negative
BML5181085	LTSJJOKAWSCMBC	0	negative
BML5257461	URFCJEUYXNAHFI	4	negative
BML5295156	MWFLTXAQDCOKEK	0	negative
BML5309188	UZKQTCBAMSWPJD	3	negative
BML5359677	REBBZOCNEVVAPX	0	negative
BML5425615	AGBQKNBQESQNJD	0	negative
BML5474079	CXQWRCVTCMQVQX	3	negative
BML5513447	SUNCCQBNDWHMPR	0	negative
BML5647584	WUADCCWRTIWANL	7	negative
BML5679996	DEMKZLAVQYISIA	0	negative
BML5740987	LQGUBLBATBMXHT	0	negative
BML5756519	FCDLCPWAQCPTKC	0	negative
BML5813225	IXRKDGGGFFCRIR	0	negative
BML5857691	PEFNSGRTCBGNAN	0	negative
BML5864744	MIJYXULNPSFWEK	0	negative
BML5944565	OVBPIULPVIDEAO	1	negative
BML6020595	UARKDOLETOEBCU	0	negative
BML6134454	SCZVLDHREVKTSH	0	negative
BML6232858	QJZRVRVZRIXGMR	0	negative
BML6238606	UNBRKDKAWYKMIV	0	negative
BML6238906	IBXCKSUZOFKGSB	0	negative
BML6308152	YPHMISFOHDHNIV	0	negative
BML6370764	KXEMQEGRZWUKJS	0	negative
BML6430741	WZUVPPKBWHMQCE	0	negative
BML6512063	OAZSPRBLFZZMMR	0	negative
BML6541995	IOUVKUPGCMBWBT	0	negative
BML6588833	JPZXHKDZASGCLU	0	negative
BML6617401	RFTHIXXAUSTEOS	0	negative
BML6620516	RODXRVNMMDRFIK	7	negative
BML6814767	YCGXYGWBHFKQHY	0	negative
BML6822394	ZNJFBWYDHIGLCU	6	negative
BML6843593	PYPKJBUJNZMSTH	0	negative
BML6885148	HCZKYJDFEPMADG	6	negative
BML6893519	FTVWIRXFELQLPI	0	negative
BML6895951	AEMOLEFTQBMNLQ	0	negative
BML6944961	XACKNLSZYYIACO	0	negative
BML6969831	AZKVWQKMDGGDSV	8	negative
BML6970089	VFLDPWHFBUODDF	9	negative
BML7088331	WTYYPLSFICPDGL	0	negative
BML7121242	WHUUTDBJXJRKMK	5	negative
BML7203210	MOLPUWBMSBJXER	0	negative
BML7223616	JXOHGGNKMLTUBP	0	negative
BML7282836	VGEREEWJJVICBM	0	negative
BML7380466	SIDXEQFMTMICKG	0	negative
BML7382238	IPQVTOJGNYVQEO	0	negative
BML7421555	LLPAOCBYQCXXKS	0	negative
